text,segment,intent,speaker
"4 pizzas, bbq chicken, alfredo special, a classic, and mushrooms and onions for the last one, right?",classic,pizza_ordering.name.pizza.accept,ASSISTANT
"great, so you said 3 medium specialty pizzas of chicken bbq with ranch drizzled on top and extra cheese.",ranch drizzled,pizza_ordering.preference.accept,ASSISTANT
"ok, you are ordering 3 large thin crust pizzas, 1 hawaiin, 1 meatlovers, and 1 with onions, olives, and pepperoni, is that correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Taco pizza, but are there jalepeno's on it",jalepeno's,pizza_ordering.type.topping.accept,USER
"The Fyre Pizza on Clark Ave, correct?","Clark Ave,",pizza_ordering.location.store.accept,ASSISTANT
Your order is now complete and will be ready in about 25 minutes.,Your order is now complete,pizza_ordering.pizza_order.accept,ASSISTANT
Okay. She says they have hamburger but not Italian sausage.,Italian sausage,pizza_ordering.type.topping.reject,ASSISTANT
Get the XL.,XL,pizza_ordering.size.pizza.accept,USER
Your order is now complete and will be ready for pickup in 25 minutes.,Your order is now complete,pizza_ordering.pizza_order.accept,ASSISTANT
"ok, you are ordering 2 small thin crust pizzas, both supreme with anchovies, is that correct?",small,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok, I have a large bacon, ham, and sausage pizza, thin crust, regular cheese and 1 large sausage and onion pan crust with extra cheese. Is that correct?",onion,pizza_ordering.type.topping.accept,ASSISTANT
the fourth a meat lover with extra pepperoni and extra bacon.,pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"ok, just to confirm your order, you are ordering 4 medium pizzas, 2 cheese, 2 pepperoni, all extra cheese, is that correct?",pepperoni,pizza_ordering.name.pizza.accept,ASSISTANT
"ok, you are ordering 2 small thick crust pizzas, one chicken bbq and extra jalapenos and the other a veggie lovers with extra jalapenos, is that correct?",chicken bbq,pizza_ordering.name.pizza.accept,ASSISTANT
"ok, so i have 4 small veggie lovers with extra cheese.",veggie lovers,pizza_ordering.name.pizza.accept,ASSISTANT
So one large deep dish meat lovers with pepperoni and jalapeno,deep dish,pizza_ordering.type.crust.accept,ASSISTANT
"got it, you are ordering 4 small pizzas, 1 pepperoni and onion, 1 pepperoni and bacon, 1 sausage and pineapple, and 1 meatlovers, is that correct?",sausage and pineapple,pizza_ordering.type.topping.accept,ASSISTANT
"ok, i will order you 2 small hawaiian pizzas with extra cheese.",extra cheese.,pizza_ordering.preference.accept,ASSISTANT
"Hi, I'd like to order two large pizzas from Bella Luna.",Bella Luna,pizza_ordering.name.store.accept,USER
I have an order for 1 large Marinara and 1 large Verdura.,Verdura,pizza_ordering.name.pizza.accept,ASSISTANT
"Okay, I placed an order for a large sized pizza, extra thick stuffed crust, and mushrooms and garlic.",extra,pizza_ordering.preference.accept,ASSISTANT
"marinara with three cheese blend, ham, and pineapple.",pineapple,pizza_ordering.type.topping.accept,ASSISTANT
Ok I have a large hand tossed hawaian pizza no ham add onions. Pick up in 25 minutes and the total is 19.25.,hand tossed,pizza_ordering.type.crust.accept,ASSISTANT
so 4 small supreme pizzas. extra cheese and thin crust on all. is this correct?,extra cheese,pizza_ordering.preference.accept,ASSISTANT
"Yes, that's one large pizza with half pineapple and sausage and half black olives, mushrooms, and sausage.",mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
Don't forget the extra cheese and I want a large one.,extra cheese,pizza_ordering.type.topping.accept,USER
"Alright, I have a large supreme pizza, add chicken and pineapple slices, with a 2L Coke and extra dipping sauce.",supreme pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"One the first one I want, green peppers, pepperoni, & pineapple. And the second one, sausage, olives and pepperoni.",green peppers,pizza_ordering.type.topping.accept,USER
Yes. Can I order a Medium thin crust pepperoni and ham?,pepperoni,pizza_ordering.type.topping.accept,USER
"I contacted them and they said no on the onions, so will you not have any? And They sadly don't have the Gorgonzola Cheese Pizza.",Gorgonzola Cheese Pizza.,pizza_ordering.name.pizza.reject,ASSISTANT
1 buffalo chicken.,buffalo chicken,pizza_ordering.name.pizza.accept,ASSISTANT
"Great. The pizza has been ordered and will be ready for pick up in 20 minutes at the Jets at 214 25th Ave N, Nashville, TN.","Ave N, Nashville, TN",pizza_ordering.location.store.accept,ASSISTANT
"Ok. So a gluten free pie with half spicy and half marinara and Parmesan, feta, and ovallini.",ovallini,pizza_ordering.preference.accept,ASSISTANT
so 3 large meatlovers with thick crust and extra cheese?,extra cheese,pizza_ordering.preference.accept,ASSISTANT
I have one Sicilian all meat specialty pizza for pickup. The total comes to $24.50. Your order will be ready in 25 minutes.,Sicilian all meat,pizza_ordering.name.pizza.accept,ASSISTANT
Bella Luna doesn't serve Shrimp pizzas.,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"Yes, I would like to order a pizza from Bella Luna.",Bella Luna,pizza_ordering.name.store.accept,USER
"Ok so let me confirm, you want a medium meat lover on hand tossed crust?",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"OK, I you have a large meat lovers pizza with Italian Sausage in place of Canadian Bacon thin crust; cooked well medium well done.",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
Yes. Confirming that you want a large deep dish Hawaiian pizza with ham and pineapple. You would also like 3 16 oz. bottles of Fiji water.,deep dish,pizza_ordering.type.crust.accept,ASSISTANT
"I ordered one large thin crust three meat pizza with pepperoni, italian sausage, seasoned beef and extra mozzarella cheese.",three meat pizza,pizza_ordering.name.pizza.accept,ASSISTANT
I will order the pizza under your Giovanni's account.,Giovanni's,pizza_ordering.name.store.accept,ASSISTANT
"That sounds good though. Okay, one large chicken and spinach pizza.",large chicken,pizza_ordering.name.pizza.accept,ASSISTANT
"so 4 large chicken bbq with extra cheesy crust, correct?",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok, so you want me to order a large vegan regular-crust pizza with Pesto sauce, vegan pepperoni, mushrooms and black olives from Pieology?",mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
"Hey, I'm hungry. Can you order me a pizza?",pizza,pizza_ordering.pizza_order.accept,USER
I'm sorry there is no topping offering provolone cheese for pizza at this store.,provolone cheese,pizza_ordering.type.topping.reject,ASSISTANT
"Along with bacon and pepperoni. Then cherry tomatoes, spinach, mushrooms, and minced garlic, topped with a sprinkle of oregano.",mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
"The first one I would like Hawaiian, and make that hand-tossed. The second one I would like chicken Alfredo, and make that a deep-dish. The third, mushrooms and pepperonis also deep-dish. And then the fourth one supreme pizza hand-tossed.",pepperonis,pizza_ordering.type.topping.accept,USER
LARGE CHEESE PIZZA AND BREAD STICKS,LARGE,pizza_ordering.size.pizza.accept,USER
Copy that! So that's one large pizza baked well done with light sauce and pepperoni and mushrooms on top with garlic crust?,light sauce,pizza_ordering.preference.accept,ASSISTANT
So that total is $11.98 and can you confirm that you want two large pepperoni and mushroom pizzas by delivery?,pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
I’m sorry. The store is out of beef and can’t do meat lover’s at the moment.,beef,pizza_ordering.type.topping.reject,ASSISTANT
$14.99 I'll have the receipt sent to your mobile device as a text.,I'll have the receipt sent to your mobile device as a text.,pizza_ordering.pizza_order.accept,ASSISTANT
"Sure. I have a large Meat Lovers pizza, instead of bacon you want extra sausage. Correct?",Meat Lovers pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"so i have 3 small pizzas, 2 veggie lovers with thick crust. and the other is extra cheese with thin crust. correct?",thick crust,pizza_ordering.type.crust.accept,ASSISTANT
"Excellent, I have a stuffed crust pepperoni pizza and a stuffed crust sausage pizza. We also have a side of garlic knots. Would you like anything else?",pepperoni pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"pepperoni, bacon, sausage.",pepperoni,pizza_ordering.type.topping.accept,USER
"So that's 3 medium gluten free pizzas, 2 pepperoni, one sausage.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
Cicero's will be happy to give you anchovies and artichokes as your two additional choices for the Chick Pick.,anchovies,pizza_ordering.type.topping.accept,ASSISTANT
"got it. the order is: 4 large thick crust pizzas, 1 cheese, 1 extra cheese and pepperoni, 1 veggie lovers with extra olives, and 1 meat lovers with no sausage.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"So to confirm, you want one large pepperoni and sausage pizza?",large,pizza_ordering.size.pizza.accept,ASSISTANT
"OK, great. So one large pizza, extra cheese on all of it, but one half sausage and one half pepperoni and pineapple.",extra cheese,pizza_ordering.preference.accept,ASSISTANT
"so, 4 medium pizzas. 1 with plain cheese and extra cheese. the second is pepperoni and sausage. the third is a white pizza and the last one is veggie lovers. thin crust on all of them. is this correct?",white pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"I will need a total of 9 pizzas. I would like 3 cheese, 3 pepperoni, and 3 supreme. ,","pepperoni,",pizza_ordering.name.pizza.accept,USER
"Unfortunately, it appears that they are out of sausage and green peppers.",green peppers.,pizza_ordering.type.topping.reject,ASSISTANT
"Okay, so you want 3 large pizzas, 2 pepperoni and bacon, 1 meat lover's, and 3 cheese bread, is that correct?",meat lover's,pizza_ordering.name.pizza.accept,ASSISTANT
"4 pizzas, bbq chicken, alfredo special, a classic, and mushrooms and onions for the last one, right?",mushrooms and onions,pizza_ordering.name.pizza.accept,ASSISTANT
"and another pizza with Pepperoni, onion and olives",olives,pizza_ordering.type.topping.accept,ASSISTANT
"ok, im sorry they dont have bbq sauce today, is the white sauce ok?",white sauce,pizza_ordering.preference.accept,ASSISTANT
"Great, so one large pizza, half sausage, half green pepper and onion.",onion,pizza_ordering.type.topping.accept,ASSISTANT
"Their Maui Zaui has pineapple, and I can guarantee you it's delicious.",Maui Zaui,pizza_ordering.name.pizza.accept,ASSISTANT
"Yes, the one downtown.",the one downtown,pizza_ordering.location.store.accept,USER
So that will be one large The Works original pizza from the Chatham Papa John's. We are substituting ground beef for Canadian bacon. Is that correct?,Papa John's,pizza_ordering.name.store.accept,ASSISTANT
"Lets go with pineapples, and onions.",onions,pizza_ordering.type.topping.accept,USER
thick crust.,thick crust.,pizza_ordering.type.crust.accept,USER
I would like to add spinach and meat balls.,spinach,pizza_ordering.type.topping.accept,USER
"that sounds amazing. so the order is: 3 large thin crust pizzas, 1 pepperoni and sausage with extra cheese, 1 bbq chicken with jalapenos, green peppers, and pineapple, and 1 cheese pizza with all cheeses offered.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
"one cheese pizza, one veggie lovers pizza, one sausage & onion pizza, and one with green peppers, mushrooms and onion.",green peppers,pizza_ordering.type.topping.accept,ASSISTANT
"black olives, Tamatos and bell pepers",Tamatos,pizza_ordering.type.topping.accept,USER
Large.,Large,pizza_ordering.size.pizza.accept,USER
"3 thin crust medium pizzas. sausage and pepperoni on the first, onion and mushrooms on the second and a hawaiian on the third. extra cheese on all 3.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
"order pizza from Bella Luna, sure i can do that.",Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"Sure, the largest size, stuffed crust with garlic, cowboy pizza with added pineapple, no sasuage, and extra cheese.",cowboy pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Unfortunately, it appears Piezon's has run out of pepperoni and neither ""The Hos"" or ""The Goo"" are available.",The Goo,pizza_ordering.name.pizza.reject,ASSISTANT
"Ok, so you want me to order a large vegan regular-crust pizza with Pesto sauce, vegan pepperoni, mushrooms and black olives from Pieology?",vegan regular-crust,pizza_ordering.type.crust.accept,ASSISTANT
"Okay, one large bacon, ham and sausage pizza.",large,pizza_ordering.size.pizza.accept,ASSISTANT
Okay. A 12 inch pepperoni pizza for pickup. Is that correct?,12 inch,pizza_ordering.size.pizza.accept,ASSISTANT
large bacon and onion,bacon,pizza_ordering.type.topping.accept,ASSISTANT
"Yes I can. Both of those toppings are currently available. One moment please... okay, your order has been placed, and your pizza will be ready for pickup in approximately 25 minutes. Would you like to make a payment with the credit card that is on file?",your order has been placed,pizza_ordering.pizza_order.accept,ASSISTANT
maybe add some italian ham on top of that as well,italian ham,pizza_ordering.type.topping.accept,USER
"Ok I have one large margherita pizza no mozzarella and parmsean cheese available immediately, can you confirm?",large,pizza_ordering.size.pizza.accept,ASSISTANT
My Domino's account is logged in on my computer.,Domino's,pizza_ordering.name.store.accept,USER
"OK, so just to confirm you want 2 large pizzas, traditional crust, one plain cheese and one with pineapple and ham?",ham,pizza_ordering.type.topping.accept,ASSISTANT
Hi! I want to order pizza from Domino Pizza,Domino Pizza,pizza_ordering.name.store.accept,USER
ok so you have a large thin crust with half cheese and half extra hamburger and extra cheese on the whole pizza and it will be ready for pick up in about 25 mins,large,pizza_ordering.size.pizza.accept,ASSISTANT
"So that's one large pizza with pepperoni, bacon, sausage, hamburger and jalapenos?",jalapenos,pizza_ordering.type.topping.accept,ASSISTANT
"Okay, so you want a large Sicilian John's Special pizza with ham instead of sausage from Mineo's.",Mineo's,pizza_ordering.name.store.accept,ASSISTANT
"Alright, so your order would be a large pizza, thin crust with extra cheese with toppings of sausage and grilled chicken, your choices of veggies are roma tomatoes, and mushroom. Would that be all ?",mushroom,pizza_ordering.type.topping.accept,ASSISTANT
"Ok, I've ordered your medium thin crust pizza with regular sauce, extra parmesan, pepperoni, italian sausage, and canadian back with banana peppers. The order will be ready for pickup in approximately 25 minutes and your receipt will be sent to you e-mail.",canadian back,pizza_ordering.type.topping.accept,ASSISTANT
No. Just a small thin crust cheese pizza.,thin,pizza_ordering.type.crust.accept,USER
"let me repeat your order: 3 small thick crust pizzas. on the first: veggie lovers with extra cheese. the second: canadian bacon, pepperoni and sausage. on the third, pepperoni, onions, olives, bell peppers and extra cheese. is this correct?",sausage,pizza_ordering.type.topping.accept,ASSISTANT
"ok i have confirmed an order for a large house special pizza with mushrooms as a substitute for onions at nashoba pizza in westford, massachusetts",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok, let me read this back to you. I have 3 8-corner pizzas, all well done. The first has double-cheese and pepperoni. The second has double cheese and pepperoni on one side, and the other side is pepperoni, ham, and onion, and the 3rd is an 8-corner, one side ham and pineapple, the other is double-cheese, mushroom, black olives, and onion.",black olives,pizza_ordering.type.topping.accept,ASSISTANT
Ok. This is to confirm that I placed your order and it will be ready for pickup in 25 minutes.,This is to confirm that I placed your order,pizza_ordering.pizza_order.accept,ASSISTANT
"Great. So to confirm your order, you want two large pizzas, both regular crust with marinara sauce. You want chicken, black olives, pineapple, and tomatoes on the first, and pepperoni, sausage, and black olives on the second, and you want to pick them up at the Domino's location on 104th Ave. Does that all sound right?",marinara sauce,pizza_ordering.preference.accept,ASSISTANT
"Okay so just to make sure, you want a large pan crust with pepperoni and olives for pickup?",olives,pizza_ordering.type.topping.accept,ASSISTANT
"3 small pizzas, 1 cheese, 1 pepperoni, and 1 with half bbq chicken and the other half pineapple and ham. all with gluten free crust.",pineapple,pizza_ordering.type.topping.accept,ASSISTANT
"I'm sorry, Anchovies and ripe olives are not available. Would you like to change your order?",Anchovies,pizza_ordering.type.topping.reject,ASSISTANT
"Can I get a Large pizza with Pepperoni, Italian sausage, and Canadian Bacon",Italian sausage,pizza_ordering.type.topping.accept,USER
"Confirming you want one large single crust hawaiian pizza, for pickup from Oley's Highway 24 location in about 25 minutes.",hawaiian pizza,pizza_ordering.name.pizza.accept,ASSISTANT
Your order has been sent to Bella Luna and is being prepared. Your order should be ready for pickup soon.,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"I have 2 large pizzas. One pepperoni with extra cheese and another cheese pizza, with ham, bacon, olives, mushrooms, onions, red peppers with extra cheese both with gluten free crust.",pepperoni,pizza_ordering.name.pizza.accept,ASSISTANT
"Okay, I have placed your order at the Sycamore location located on Sycamore Street. Their phone number is 555-229-8713. They will be giving you a confirmation message via your phone text messaging service. They will let you know when the pizza is on its way.",Sycamore Street,pizza_ordering.location.store.accept,ASSISTANT
"so your order is 3 small thin crust pizzas. one with extra cheese, hamburger, bacon and pepperoni. the other two will have onions, extra cheese, mushrooms and bell peppers. correct?",mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
"I have a single 20"" pizza with pepperoni and ham. Is that all correct?",ham,pizza_ordering.type.topping.accept,ASSISTANT
"Ok. A speciality pizza with thin crust, extra cheese, extra sause, topped with vegetables",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"Okay, I will place the order for a large pizza, thin crust, with sausage, pepperoni, green onion and cheese",thin,pizza_ordering.type.crust.accept,ASSISTANT
"Extra large on both, I have a few people coming over.",Extra large,pizza_ordering.size.pizza.accept,USER
"I'm picky so make one just pepperoni. As for the other, let's say pepperoni, sausage, onion, and green pepper.",sausage,pizza_ordering.type.topping.accept,USER
"Your order is an extra large thin crust pizza, with half pepperoni and half sausage, is that correct?",extra large,pizza_ordering.size.pizza.accept,ASSISTANT
"Okay, just to confirm: you want a large half pepperoni, half sausage pizza, with light sauce and extra cheese, cut into 12 slices?",light sauce,pizza_ordering.preference.accept,ASSISTANT
"Okay, so you want a large pizza with hand-tossed crust, Parmesan cheese, mushrooms, and ham. Is this correct?",Parmesan cheese,pizza_ordering.preference.accept,ASSISTANT
OK. I'm ordering 1 large deep dish with pepperoni and beef for pick up,large,pizza_ordering.size.pizza.accept,ASSISTANT
medium.,medium,pizza_ordering.size.pizza.accept,USER
"Ok, before you mentioned that you wanted a Deluxe Pizza, but I'm afraid that Papa Joe's ran out of sauce earlier and they don't have any pizza available.",Papa Joe's,pizza_ordering.name.store.reject,ASSISTANT
"So, one large hand tossed pepperoni and salami with garlic sauce instead of tomato sauce, right?",large,pizza_ordering.size.pizza.accept,ASSISTANT
A large pepperoni and sausage pizza?,pepperoni and sausage pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Sure thing. So that's one large sausage and olive pizza, and one large BBQ chicken pizza, correct?",sausage and olive pizza,pizza_ordering.name.pizza.accept,ASSISTANT
With sausage substituted for ham.,ham,pizza_ordering.type.topping.reject,ASSISTANT
"ok, you said 2 large meat lovers pizzas that are gluten free?",gluten free,pizza_ordering.type.crust.accept,ASSISTANT
"got it. the order for 2 large pizzas, 1 bbq chicken, 1 chicken bacon ranch, and both with extra cheese comes out to $25.66.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"you said 3 medium thick crust pizzas, 1 with extra cheese, bacon and ham, 1 pepperoni sausage onions and green peppers, and 1 veggie lovers.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"3 medium pizzas, 1 bbq chicken, 1 combination, and 1 pizza with pepperoni and green chili, all with thin crust.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Yes, you're right. Add sausage to that.",sausage,pizza_ordering.type.topping.accept,USER
"let's switch to a meat lover include saussage, pepperoni, italian sausage, italian ham, extra tomatoes sauce and tomato slice, prosciuto",extra tomatoes sauce,pizza_ordering.preference.accept,USER
the order has been booked. the pizzas will be ready in 20 minutes at your local bella lunas.,bella lunas,pizza_ordering.name.store.accept,ASSISTANT
"so you want 4 medium thick crust pizzas, 2 veggie lovers, and 2 meat lovers. is that right?",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"the order is: 3 large gluten free crust pizzas. one hawaiian, a supreme and a veggie lovers. correct?",veggie lovers,pizza_ordering.name.pizza.accept,ASSISTANT
I don't like onions. Can you tell them to remove the onions and just add more mushroom?,mushroom,pizza_ordering.type.topping.accept,USER
so you want a large hawiian pizza and add jalapenos right away,add jalapenos,pizza_ordering.preference.accept,ASSISTANT
let me confirm. I have ordered a medium size very cheesy pizza with extra cheese in the edge of the crust and with broccoli and mushroom as toppings,medium,pizza_ordering.size.pizza.accept,ASSISTANT
Okay I have you down for a large Hawaiian pizza substitute Canadian bacon for chicken a small order of cheese sticks and a two liter of Pepsi does that sound okay?,large,pizza_ordering.size.pizza.accept,ASSISTANT
"so you said 4 small pizzas, 1 pepperoni, 1 greek lovers, 1 sausage and onion, 1 bbq chicken, all with thick crust.",greek lovers,pizza_ordering.name.pizza.accept,ASSISTANT
"3 medium pizzas, 2 chicken and 1 veggie lover all with thin crust.",chicken,pizza_ordering.type.topping.accept,ASSISTANT
"Okay, What do you wish to order from Pizza Hut?",Pizza Hut,pizza_ordering.name.store.accept,ASSISTANT
"So that's 3 medium extra cheese pizzas, 1 pepperoni, one sausage, one cheeseburger.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
"Ok.. Meatlovers, No sausage, extra Pepperoni...what size?",extra Pepperoni.,pizza_ordering.type.topping.accept,ASSISTANT
"Ok, we got you. However, we just ran out of sausage, can we substitute another meat for you?",sausage,pizza_ordering.type.topping.reject,ASSISTANT
"It says that there's, ""Lean sausage, some extra mozzarella cheese and vine-ripened tomato sauce on Buttercrust.""",Buttercrust,pizza_ordering.preference.accept,ASSISTANT
"Ok, so that's going to be a large meat lovers pizza with no ham and extra cheese. Right?",no ha,pizza_ordering.preference.accept,ASSISTANT
And could I add jalapenos to that also?,jalapenos,pizza_ordering.type.topping.accept,USER
"I'm sorry, but Giorgio's is out of pineapple tonight",Giorgio's,pizza_ordering.name.store.accept,ASSISTANT
"Okay, just to confirm, I am placing an order for a large cheese pizza, regular red sauce and extra cheese, any other toppings?","cheese pizza,",pizza_ordering.name.pizza.accept,ASSISTANT
"Yes, of course, so I have an extra large, deep dish pizza with extra pepperoni, extra cheese, light red sauce, and sausage. How does that sound?",extra pepperoni,pizza_ordering.preference.accept,ASSISTANT
"Yeah, three large thin crust pizzas. Two with extra cheese, one meat lover's.",thin crust pizzas,pizza_ordering.name.pizza.accept,USER
"your order is: 2 medium pizzas. first pizza: pesto sauce, feta cheese, artichoke, bacon and mushrooms, with extra cheese. the second one: sausage mushrooms, bacon, jalapeños, pineapple, pepperoni, with extra parmesan, extra sauce and cheese.",extra parmesan,pizza_ordering.preference.accept,ASSISTANT
Thank you for your order. It will be delivered within 35 minutes.,Thank you for your order.,pizza_ordering.pizza_order.accept,ASSISTANT
"Two large BBQ chicken pizzas, with pineapple.",pineapple,pizza_ordering.type.topping.accept,USER
"Ok, lots of pepperoni will be added to the special instructions.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"ok, you are ordering 4 large pizzas, 1 pepperoni, 1 bbq chicken, 1 cheese, and one italian sausage, jalapenos, and onions, is that correct?",italian sausage,pizza_ordering.type.topping.accept,ASSISTANT
Sliced tomatoes are not available.,Sliced tomatoes,pizza_ordering.type.topping.reject,ASSISTANT
"ok so 3 small pizzas. Cheese, bacon and pineapple with extra cheese on the first one. On the second one chicken and mushrooms tomatoes and green olives, light on the sauce and cheese, with cheddar. on the third pizza, double pepperoni and crushed pepper. Thin crust on all three. Is this correct?",Cheese,pizza_ordering.type.topping.accept,ASSISTANT
great! your pizza are on order at the local Bella Luna pizzeria and will be ready for pickup in 30 min.,Bella Luna pizzeria,pizza_ordering.name.store.accept,ASSISTANT
ham,ham,pizza_ordering.type.topping.accept,ASSISTANT
"The margherita pizza comes with plum tomatoes, pasil, fresh mozzarella, italian herbs and parmesan cheese.",pasil,pizza_ordering.type.topping.accept,ASSISTANT
ok the total for 3 small meat lover pizza with thick crust would be 45 dollars.,meat lover pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"sure, you want 3 large meat lovers pizzas with thick crust. the total will be $45.29.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Yes, I want to the pie to be half pepporoni and half sausage.",half pepporoni and half sausage,pizza_ordering.name.pizza.accept,USER
"4 small pizzas, 1 veggie lovers, 1 plain cheese, 1 pepperoni, 1 sausage and onion pizza.",veggie lovers,pizza_ordering.name.pizza.accept,ASSISTANT
"Not a problem. However, the kitchen just informed me that we are out of jalapenos at the moment",jalapenos,pizza_ordering.type.topping.reject,ASSISTANT
"Got It. Let me read the order back to you: 1 veggie pizza, 1 sausage and 1 pepperoni. All XL and with thin crust.",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
your pizzas will be ready for pickup at bela luna's soon.,bela luna's,pizza_ordering.name.store.accept,ASSISTANT
"2 medium pizzas with gluten free crust, 1 sausage and 1 cheese comes out to $21.45.",gluten free crust,pizza_ordering.type.crust.accept,ASSISTANT
Don't thank me yet. They're out of onions at the moment.,onions,pizza_ordering.type.topping.reject,ASSISTANT
"3 medium pizzas, with thin crust, the first one is a meat lovers pizza, the 2nd one with pepperoni.",meat lovers pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"I have an X-Large pepperoni, sausage, salami, and black olive pizza",X-Large,pizza_ordering.size.pizza.accept,ASSISTANT
"so 4 medium pizzas with thin crust. the first is hawaiian, the second is a combo with no anchovies, the third is a veggie lovers and the fourth is pepperoni and jalapeño, correct?",no anchovies,pizza_ordering.preference.accept,ASSISTANT
"Let me read that back to you: One large pizza with one half containing anchovies, pineapple, pepperoni, ham, sausage, and pastrami. The other half with crispy chicken, green peppers, spinach, mushrooms, bacon, and olives",green peppers,pizza_ordering.type.topping.accept,ASSISTANT
"let me repeat your order, please confirm if it's correct: 4 large thin crust pizzas. one with pepperoni and extra cheese, the other with pepperoni, sausage, bacon and canadian bacon. the third one is a veggie lovers. the fourth is with chicken, pepperoni, onions and bell peppers.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Okay. I ordered a large gluten free crust pepperoni pizza with half black olives, half mushrooms from Brunos on Main. It will be ready for pickup in 25 minutes.",black olives,pizza_ordering.type.topping.accept,ASSISTANT
Okay! A large stuffed crust six cheese pizza with ham and chicken from giovannis. Do you want anything else?,giovannis,pizza_ordering.name.store.accept,ASSISTANT
"Okay, then I have a large bacon, and Italian sausage, with onion; on thin crust. Would you like to add anything else to your order?",onion,pizza_ordering.type.topping.accept,ASSISTANT
"So that's 3 large pizzas, one pepperoni, one meatlovers, and one pineapple. All three have thick crust and that totals out to $68.99.",pepperoni,pizza_ordering.name.pizza.accept,ASSISTANT
I have you down for ordering the two pizzas. One has ground beef and bacon and the other one has mushrooms and green peppers and will be ordering it at pizza hut. I will place the order right now and you will be picking it up. Will that be all?,mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
"So I have one large pizza with ground beef, pepperoni, green peppers and extra sauce. Is that right?",large,pizza_ordering.size.pizza.accept,ASSISTANT
I'd like to order it from Domino's in Flower Mound off of Long Prairie Road.,Flower Mound off of Long Prairie Road,pizza_ordering.location.store.accept,USER
"ok. so you want 4 small pizzas with extra cheese, 1 meat lovers, 1 bbq chicken, 1 hawaiian with canadian bacon, and 1 with mushrooms, olives, and mozzarella cheese.",mozzarella cheese.,pizza_ordering.type.topping.accept,ASSISTANT
I don’t see the option for extra cheese,cheese,pizza_ordering.preference.reject,ASSISTANT
"Okay, 1 medium sausage and sausage and black olives. Also one medium with black olives and bacon.",sausage and sausage and black olives,pizza_ordering.type.topping.accept,ASSISTANT
"so you said 2 small pizzas with thick crust, 1 with chicken bacon and onions, and 1 pepperoni.",thick crust,pizza_ordering.type.crust.accept,ASSISTANT
Ok. Regular sauce and cheese?,cheese,pizza_ordering.preference.accept,ASSISTANT
"ok, you are ordering 3 large veggie lover pizzas with extra cheese.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"OK, great. So I will place an order for a large classic style pizza with pepperoni and sausage, from Zachary's Pizza in Oakland.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
Ok will do. What type of crust would you like that on? Maybe deep dish to ensure everyone is full?,deep dish,pizza_ordering.type.crust.accept,ASSISTANT
"ok, so you are ordering 4 medium gluten free pizzas, 1 bbq chicken, 1 pepperoni and pineapple, 1 mushroom and ham, and one with no cheese just marinara sauce, is that correct?",gluten free,pizza_ordering.type.crust.accept,ASSISTANT
"So just to verify again, that is a large pizza without cheese with garlic, onion, spinach, and red bell peppers?",onion,pizza_ordering.type.topping.accept,ASSISTANT
Would you like me to go ahead and place this order with Papa John's?,Papa John's,pizza_ordering.name.store.accept,ASSISTANT
"With sausage, mushrooms, spinach, and tomatoes on top.",tomatoes,pizza_ordering.type.topping.accept,ASSISTANT
